001003ac TerminatedCString /lib64/ld-linux-x86-64.so.2
001e3b28 string %pB: internal symbol `%s' in %pB is referenced by DSO
001e3b60 string %pB: hidden symbol `%s' in %pB is referenced by DSO
001e3b98 string %pB: local symbol `%s' in %pB is referenced by DSO
001e3bd0 string %pB: protected symbol `%s' isn't defined
001e3c00 string %pB: internal symbol `%s' isn't defined
001e3c28 string %pB: hidden symbol `%s' isn't defined
001e3c50 string %pB: could not find output section %pA for input section %pA
001e3c90 string %pB: no symbol version section for versioned symbol `%s'
001e3cd0 string %pB: too many sections: %d (>= %d)
001e3cf8 string %s: TLS definition in %pB section %pA mismatches non-TLS definition in %pB section %pA
001e3d50 string %s: TLS reference in %pB mismatches non-TLS reference in %pB
001e3d90 string %s: TLS definition in %pB section %pA mismatches non-TLS reference in %pB
001e3de0 string %s: TLS reference in %pB mismatches non-TLS definition in %pB section %pA
001e3e30 string %pB: version node not found for symbol %s
001e3e60 string warning: type and size of dynamic symbol `%s' are not defined
001e3ea0 string %pB: relocation size mismatch in %pB section %pA
001e3ed8 string %P: copy reloc against protected `%pT' is dangerous 
001e3f10 string %P: first_hash failed to create: %E 
001e3f38 string alternate ELF machine code found (%d) in %pB, expecting %d
001e3f78 string %pB: invalid version offset %lx (max %lx)
001e3fa8 string %pB: %s local symbol at index %lu (>= sh_info of %lu)
001e3fe0 string %pB: not enough version information
001e4008 string %pB: %s: invalid version %u (max %d)
001e4030 string %pB: %s: invalid needed version %d
001e4058 string %pB: unexpected redefinition of indirect versioned symbol `%s'
001e4098 string warning: alignment %lu of common symbol `%s' in %pB is greater than the alignment (%lu) of its section %pA
001e4108 string warning: alignment %lu of normal symbol `%s' in %pB is smaller than %lu used by the common definition in %pB
001e4178 string warning: NOTE: alignment discrepancies can cause real problems.  Investigation is advised.
001e41d8 string warning: size of symbol `%s' changed from %lu in %pB to %lu in %pB
001e4220 string warning: NOTE: size discrepancies can cause real problems.  Investigation is advised.
001e4278 string %pB: undefined reference to symbol '%s'
001e42a0 string %pB: stack size specified and %s set
001e42c8 string error: creating an executable stack because of -z execstack command line option
001e4318 string warning: enabling an executable stack because of -z execstack command line option
001e4370 string error: %s: is triggering the generation of an executable stack (because it has an executable .note.GNU-stack section)
001e43e8 string warning: %s: requires executable stack (because the .note.GNU-stack section is executable)
001e4448 string error: %s: is triggering the generation of an executable stack because it does not have a .note.GNU-stack section
001e44c0 string warning: %s: missing .note.GNU-stack section implies executable stack
001e4508 string NOTE: This behaviour is deprecated and will be removed in a future version of the linker
001e4568 string %pB: .preinit_array section is not allowed in DSO
001e45a0 string %P: %pB: failed to finish relative relocations 
001e45d0 string error: %pB: unable to create group section symbol
001e4608 string error: %pB contains a reloc (%#lx) for section '%pA' that references a non-existent global symbol
001e4670 string error: %pB: size of section %pA is not multiple of address size
001e46b0 string %pB: file class %s incompatible with %s
001e46d8 string %pB: no symbol found for import library
001e4700 string %pB: failed to generate import library
001e4728 string warning: %s section has zero size
001e4750 string warning: section '%s' is being made into a note
001e4780 string %P%X: read-only segment has dynamic relocations 
001e47b8 string %P: warning: creating DT_TEXTREL in a shared object 
001e47f0 string %P: warning: creating DT_TEXTREL in a PDE 
001e4820 string %P: warning: creating DT_TEXTREL in a PIE 
001e4850 string %P: %pB(%pA): error: need linked-to section for --gc-sections 
001e4890 string warning: gc-sections option ignored
001e48b8 string %pB: %pA+%#lx: no symbol found for INHERIT
001e48e8 string %pB: section '%pA': corrupt VTENTRY entry
001e4918 string unrecognized INPUT_SECTION_FLAG %s 
001e4940 string %P: warning: GNU indirect functions with DT_TEXTREL may result in a segfault at runtime; recompile with %s 
001e49b0 string %X%pB: error: mismatching value for required object attribute '%s' in subsection '%s': %#x 
001e4a10 string %pB: info: conflicting value '%#x' lives here 
001e4a40 string %X%pB: error: mismatching value for required object attribute '%s' in subsection '%s': "%s" 
001e4aa0 string %pB: info: conflicting value "%s" lives here 
001e4ad0 string %X%pB: error: missing required object attribute '%s' in subsection '%s' 
001e4b20 string %X%pB: error: mismatching properties of subsection '%s' 
001e4b60 string %pB: info: conflicting properties (%s, %s) live here 
001e4b98 string %X%pB: error: corrupted properties in subsection '%s' 
001e4bd0 string %X%pB: error: <%s> property of subsection '%s' was incorrectly set.  Got '%s', expected '%s' 
001e4c30 string error: %pB: object has vendor-specific contents that must be processed by the '%s' toolchain
001e4c90 string error: %pB: object tag '%d, %s' is incompatible with tag '%d, %s'
001e4cd8 string %pB: error: found duplicated attributes '%s' with conflicting values (%#x vs %#x) in subsection %s
001e4d40 string %pB: error: found duplicated attributes '%s' with conflicting values ('%s' vs '%s') in subsection %s
001e4da8 string %X%pB: error: missing required object attributes subsection %s 
001e4de8 string %pB: error: attribute section '%pA' too big: %lu
001e4e20 string %pB: error: unknown attributes version '%c'(%d) 
001e4e58 string %pB: error: attribute section length too small: %ld
001e4e90 string %pB: error: attributes subsection ends prematurely
001e4ec8 string %pB: error: bad subsection length (%u > max=%lu)
001e4f00 string %pB: error: subsection length of %u is too small
001e4f38 string %pB: error: subsection name seems corrupted (missing '\0')
001e4f78 string %pB: error: NTBS value seems corrupted (missing '\0')
001e4fb0 string %pB: error: '%s' seems corrupted, got %u but only 0 ('%s') or 1 ('%s') are valid values
001e5008 string %pB: error: attribute type seems corrupted, got %u but only 0 (ULEB128) or 1 (NTBS) are valid types
001e5070 string %pB: error: could not parse subsection at offset %lx
001e50a8 string %pB: error: found 2 subsections with the same name '%s' and found conflicting values (%#x vs %#x) for object attribute '%s'
001e5128 string %pB: error: found 2 subsections with the same name '%s' and found conflicting values ('%s' vs '%s') for object attribute '%s
001e51a8 string %X%pB: warning: ignoring section '%s' with unexpected type %#x 
001e51e8 string %P: failed to create %s section 
001e5210 string Removed attribute '%s' from '%s' 
001e5238 string DW_EH_PE_datarel unspecified for this architecture
001e5270 string discarding zero address range FDE in %pB(%pA). 
001e52a0 string error in %pB(%pA); no .eh_frame_hdr table will be created
001e52e0 string FDE encoding in %pB(%pA) prevents .eh_frame_hdr table being created
001e5328 string further warnings about FDE encoding preventing .eh_frame_hdr generation dropped
001e5378 string %pB: %pA invalid input section size
001e53a0 string %pB: %pA points past end of text section
001e53d0 string invalid output section for .eh_frame_entry: %pA
001e5400 string invalid contents in %pA section
001e5420 string .eh_frame_hdr refers to overlapping FDEs
001e5450 string ./upstream/bfd/elf-properties.c
001e5470 string %pB: out of memory in _bfd_elf_get_property
001e54a0 string warning: %pB: corrupt GNU_PROPERTY_TYPE (%ld) size: %#lx
001e54e0 string warning: %pB: corrupt GNU_PROPERTY_TYPE (%ld) type (0x%x) datasz: 0x%x
001e5528 string warning: %pB: corrupt stack size: 0x%x
001e5550 string warning: %pB: corrupt no copy on protected size: 0x%x
001e5588 string warning: %pB: corrupt memory sealing size: 0x%x
001e55b8 string error: %pB: <corrupt property (0x%x) size: 0x%x>
001e55f0 string warning: %pB: unsupported GNU_PROPERTY_TYPE (%ld) type: 0x%x
001e5630 string Removed property %W to merge %pB (0x%v) and %pB (0x%v) 
001e5668 string Removed property %W to merge %pB (0x%v) and %pB (not found) 
001e56a8 string Removed property %W to merge %pB and %pB 
001e56d8 string Removed property %W to merge %pB and %pB (not found) 
001e5710 string Updated property %W (0x%v) to merge %pB (0x%v) and %pB (0x%v) 
001e5750 string Updated property %W (%v) to merge %pB (0x%v) and %pB (not found) 
001e5798 string Removed property %W to merge %pB (not found) and %pB (0x%v) 
001e57d8 string error in %pB(%pA); unexpected SFrame section type
001e5810 string error in %pB(%pA); no .sframe will be created
001e5840 string input SFrame sections with different abi prevent .sframe generation
001e5888 string input SFrame sections with different format versions prevent .sframe generation
001e58d8 string SFrame sections with unexpected data encoding prevent .sframe generation
001e5928 string %pB: relocations in generic ELF (EM: %d)
001e5958 string %s: failed to open to extract object only section: %s
001e5990 string %pB: invalid file to extract object only section: %s
001e59c8 string %pB: failed to extract object only section: %s
001e59f8 string %pB: failed to open object only section: %s
001e5a28 string %pB: failed to get symbol table in object only section: %s
001e5a68 string plugin framework: out of file descriptors. Try using fewer objects/archives 
001e5ab8 string Failed to load plugin '%s', reason: %s 
001e5ae0 string /usr/i686-w64-mingw32/lib/bfd-plugins
001e5b08 string fre_size == (addr_size + sizeof (fre->fre_info) + datawords_sz)
001e5b48 string fre_type == 0 || fre_type == 1 || fre_type == 2
001e5b78 string fde_type == 0 || fde_type == 1
001e5b98 string sframe_decode: magic=0x%x version=%u flags=%u 
001e5bc8 string ifre.fre_start_addr <= fdep->func_size
001e5bf0 string frep->fre_start_addr <= fdep->func_size
001e5c18 string ectx_frep->fre_start_addr <= fdep->func_size
001e5c48 string (uint64_t)frep->fre_start_addr <= bitmask
001e5c78 string (fre_start_addr_sz + sizeof (frep->fre_info) + fre_datawords_sz) == fre_sz
001e5cc8 string (size_t)(contents - ectx->sfe_data) == buf_size
001e5cf8 string attempt to do relocatable link with %s input and %s output
001e5d38 string %pB: indirect symbol `%s' to `%s' is a loop
001e5d68 string %P: %pB: note: the message above does not take linker garbage collection into account 
001e5dc0 string %pB: ignoring duplicate section `%pA' 
001e5de8 string %pB: duplicate section `%pA' has different size 
001e5e20 string %pB: could not read contents of section `%pA' 
001e5e50 string %pB: duplicate section `%pA' has different contents 
001e5e88 string %pB: compiled for a big endian system and target is little endian
001e5ed0 string %pB: compiled for a little endian system and target is big endian
001e5f18 string %pB: access beyond end of merged section (%ld)
001e5f48 string %P: --relax and -r may not be used together 
001e5f78 string INPUT_SECTION_FLAGS are not supported
001e5fa0 string %pB: unrecognized relocation type %#x in section `%pA'
001e5fd8 string is this version of the linker - %s - out of date ?
001e6010 string %X%P: %pB(%pA): relocation "%pR" goes out of range 
001e6048 string %X%P: %pB(%pA): relocation "%pR" is not supported 
001e6080 string %X%P: %pB(%pA): relocation "%pR" returns an unrecognized value %x 
001e60c8 string %X%P: %pB(%pA): error: relocation for offset %V has no value 
001e6108 string BFD_RELOC_SPARC_GOTDATA_OP_HIX22
001e6130 string BFD_RELOC_SPARC_GOTDATA_OP_LOX10
001e6158 string BFD_RELOC_MIPS16_TLS_DTPREL_HI16
001e6180 string BFD_RELOC_MIPS16_TLS_DTPREL_LO16
001e61a8 string BFD_RELOC_MIPS16_TLS_TPREL_HI16
001e61c8 string BFD_RELOC_MIPS16_TLS_TPREL_LO16
001e61e8 string BFD_RELOC_MICROMIPS_7_PCREL_S1
001e6208 string BFD_RELOC_MICROMIPS_10_PCREL_S1
001e6228 string BFD_RELOC_MICROMIPS_16_PCREL_S1
001e6248 string BFD_RELOC_MIPS_TLS_DTPREL_HI16
001e6268 string BFD_RELOC_MICROMIPS_TLS_DTPREL_HI16
001e6290 string BFD_RELOC_MIPS_TLS_DTPREL_LO16
001e62b0 string BFD_RELOC_MICROMIPS_TLS_DTPREL_LO16
001e62d8 string BFD_RELOC_MICROMIPS_TLS_GOTTPREL
001e6300 string BFD_RELOC_MICROMIPS_TLS_TPREL_HI16
001e6328 string BFD_RELOC_MICROMIPS_TLS_TPREL_LO16
001e6350 string BFD_RELOC_FRV_FUNCDESC_GOTOFF12
